"y1","y2","y3","y4","y5","y6","y7","y8"
-0.784873238966277,-0.563298609449662,-0.990854016023836,-1.4473587533077,-0.17199116979865,-0.369285607823406,0.147513312503175,1.32280451702233
-0.618675516702448,-1.19494959219307,-1.18574941863343,-2.1671647485441,0.678519491318867,0.579723261910116,0.0437991225742673,0.396022216757187
1.38836281561423,1.52251054301166,-0.108244356809555,0.569592769629132,0.731370785123287,-0.603655118508522,-0.00664972187219379,0.917538300660869
0.00957200966212673,-0.52878077807598,-1.10257532143633,-1.92383094592809,-0.746443140147315,-1.16331339274332,0.37187129039672,0.571945536472335
0.828694658856067,0.932047889299043,-0.141509142071253,0.358477204784702,-0.502261870306583,-0.479697080392221,0.400192095725161,-0.0806026887670301
0.588986386782081,0.774500131053229,0.00221134607803941,0.016001085341536,-0.140983012804236,-0.153408889588452,-0.825294150790613,-0.808104419590521
0.744356249921121,0.42135556842985,0.219187806906075,1.40587783368211,0.45215132542535,0.00278550218421725,0.545634591921328,0.532141926932163
0.359845397467145,-0.356842785366778,1.38736838444759,1.10697224708632,0.779125088220136,0.421976478775019,1.00738079912066,1.46305515574363
-0.650586151786288,-0.197036669369824,-0.172408540268815,0.0793784768936259,0.28309925271106,-0.999549792998247,0.466487988496635,1.31882218578573
1.53971798850483,0.301751172337006,0.826217974919466,0.541237975866971,-0.13041379806424,-0.0991790535898925,0.942690349345724,0.110964229659807
0.0750358230357124,0.486635279648734,-0.846949262366253,-0.661385274065607,0.602543949329648,1.14251085500482,0.0315908945604266,-0.647872030777817
0.439599034444338,-0.473692446618054,-0.294999113455083,0.226185408684619,-0.886733369503034,-0.194903125117866,0.803757871540501,1.1297650135903
1.66407697622467,1.92687756080551,0.613331355871925,1.28475790268975,-0.0831470354095376,1.24645065767799,0.482441498792139,0.657991386280823
1.43607328509824,2.01589254278062,0.309727797941666,0.318747102669057,-0.34458837281961,-0.596961260387298,0.847556813713467,-0.4203497672147
0.208157996542833,0.971309463052081,0.752688446943669,0.82016528987561,-0.218140977930987,1.00796512475224,1.69359504586005,1.26719480220552
0.0491024888875944,0.103818824297431,-0.460229565340719,-0.363751954200404,0.264185158874242,0.116967683437015,-0.490867790696038,-0.0871056915459769
